datetime,elapsed_s,gas1
2026/08/01@14:50:37,2339,3.6071252
2026/08/01@14:50:38,2340,4.080375
2026/08/01@14:50:39,2341,3.8692504
2026/08/01@14:50:40,2342,3.9885
2026/08/01@14:50:41,2343,3.9080624
2026/08/01@14:50:42,2344,3.952125
2026/08/01@14:50:43,2345,4.0151252
2026/08/01@14:50:44,2346,3.8570628
2026/08/01@14:50:45,2347,3.98156268
2026/08/01@14:50:46,2348,3.89831268
2026/08/01@14:50:47,2349,4.1885624
2026/08/01@14:50:49,2351,4.2095624
2026/08/01@14:50:50,2352,4.19925
2026/08/01@14:50:51,2353,4.1718756
2026/08/01@14:50:52,2354,4.1611876
2026/08/01@14:50:53,2355,4.0706252
2026/08/01@14:50:54,2356,4.050375
2026/08/01@14:50:55,2357,3.973875
2026/08/01@14:50:56,2358,3.9275628
2026/08/01@14:50:57,2359,2.7826876
2026/08/01@14:50:58,2360,4.155375
2026/08/01@14:50:59,2361,3.8795628
2026/08/01@14:51:00,2362,4.1771256
2026/08/01@14:51:02,2364,4.144875
2026/08/01@14:51:03,2365,4.232063
2026/08/01@14:51:04,2366,4.2095624
2026/08/01@14:51:05,2367,3.9630004
2026/08/01@14:51:06,2368,4.1724376
2026/08/01@14:51:07,2369,4.1253752
2026/08/01@14:51:08,2370,4.0665
2026/08/01@14:51:09,2371,2.7856874
2026/08/01@14:51:10,2372,2.7825002
2026/08/01@14:51:11,2373,3.59531268
2026/08/01@14:51:12,2374,3.7528128
2026/08/01@14:51:14,2376,3.79856268
2026/08/01@14:51:15,2377,3.4620002
2026/08/01@14:51:16,2378,2.7795
2026/08/01@14:51:17,2379,3.1389376
2026/08/01@14:51:18,2380,2.782125
2026/08/01@14:51:19,2381,4.3413752
2026/08/01@14:51:20,2382,4.3393124
2026/08/01@14:51:21,2383,4.346438
2026/08/01@14:51:22,2384,4.3248752
2026/08/01@14:51:23,2385,4.3299376
2026/08/01@14:51:24,2386,4.274438
2026/08/01@14:51:25,2387,4.259625
2026/08/01@14:51:27,2389,3.9841876
2026/08/01@14:51:28,2390,3.63562532
2026/08/01@14:51:29,2391,4.238063
2026/08/01@14:51:30,2392,4.1934376
2026/08/01@14:51:31,2393,4.1025
2026/08/01@14:51:32,2394,4.140375
2026/08/01@14:51:33,2395,4.0944376
2026/08/01@14:51:34,2396,4.151625
2026/08/01@14:51:35,2397,4.1559376
2026/08/01@14:51:36,2398,4.143563
2026/08/01@14:51:37,2399,4.1265
2026/08/01@14:51:38,2400,3.9339376
2026/08/01@14:51:40,2402,3.84637536
2026/08/01@14:51:41,2403,3.78168768
2026/08/01@14:51:42,2404,4.129125
2026/08/01@14:51:43,2405,4.1735624
2026/08/01@14:51:44,2406,4.220813
2026/08/01@14:51:45,2407,4.215
2026/08/01@14:51:46,2408,4.2298124
2026/08/01@14:51:47,2409,4.232063
2026/08/01@14:51:48,2410,4.1842504
2026/08/01@14:51:49,2411,4.1836876
2026/08/01@14:51:50,2412,4.0906876
2026/08/01@14:51:51,2413,4.005563
2026/08/01@14:51:53,2415,4.1743124
2026/08/01@14:51:54,2416,4.185375
2026/08/01@14:51:55,2417,4.1454376
2026/08/01@14:51:56,2418,4.0098752
2026/08/01@14:51:57,2419,4.001625
2026/08/01@14:51:58,2420,4.0299376
2026/08/01@14:51:59,2421,4.1638124
2026/08/01@14:52:00,2422,3.9665628
2026/08/01@14:52:01,2423,4.17375
2026/08/01@14:52:02,2424,4.0738124
2026/08/01@14:52:03,2425,4.042125
2026/08/01@14:52:04,2426,4.088813
2026/08/01@14:52:06,2428,3.81600032
2026/08/01@14:52:07,2429,2.778
2026/08/01@14:52:08,2430,4.19625
2026/08/01@14:52:09,2431,4.117313
2026/08/01@14:52:10,2432,4.1085
2026/08/01@14:52:11,2433,4.071
2026/08/01@14:52:12,2434,4.19325
2026/08/01@14:52:13,2435,4.0321876
2026/08/01@14:52:14,2436,3.92400032
2026/08/01@14:52:15,2437,4.0318128
2026/08/01@14:52:16,2438,4.0336876
2026/08/01@14:52:18,2440,4.212188
2026/08/01@14:52:19,2441,2.7873752
2026/08/01@14:52:20,2442,3.3826876
2026/08/01@14:52:21,2443,4.1049376
2026/08/01@14:52:22,2444,4.1782504
2026/08/01@14:52:23,2445,4.1418752
2026/08/01@14:52:24,2446,4.059938
2026/08/01@14:52:25,2447,3.9268126
2026/08/01@14:52:26,2448,3.6618752
2026/08/01@14:52:27,2449,3.86025032
2026/08/01@14:52:28,2450,4.0841256
2026/08/01@14:52:29,2451,4.177313
2026/08/01@14:52:31,2453,4.082625
2026/08/01@14:52:32,2454,4.0381876
2026/08/01@14:52:33,2455,3.9926252
2026/08/01@14:52:34,2456,3.96731268
2026/08/01@14:52:35,2457,4.0072504
2026/08/01@14:52:36,2458,3.99731268
2026/08/01@14:52:37,2459,3.99731268
2026/08/01@14:52:38,2460,4.007625
2026/08/01@14:52:39,2461,4.0070624
2026/08/01@14:52:40,2462,4.013063
2026/08/01@14:52:41,2463,4.04475
2026/08/01@14:52:42,2464,3.962625
2026/08/01@14:52:44,2466,3.98025
2026/08/01@14:52:45,2467,3.9920626
2026/08/01@14:52:46,2468,3.687563
2026/08/01@14:52:47,2469,4.0276876
2026/08/01@14:52:48,2470,4.0008756
2026/08/01@14:52:49,2471,4.002938
2026/08/01@14:52:50,2472,4.039313
2026/08/01@14:52:51,2473,3.7648124
2026/08/01@14:52:52,2474,3.8859376
2026/08/01@14:52:53,2475,3.8771252
2026/08/01@14:52:54,2476,4.091625
2026/08/01@14:52:55,2477,4.0065004
2026/08/01@14:52:57,2479,3.9136876
2026/08/01@14:52:58,2480,3.9637504
2026/08/01@14:52:59,2481,3.98081236
2026/08/01@14:53:00,2482,4.0010624
2026/08/01@14:53:01,2483,3.9043128
2026/08/01@14:53:02,2484,4.220625
2026/08/01@14:53:03,2485,4.249313
2026/08/01@14:53:04,2486,4.248
2026/08/01@14:53:05,2487,4.2541876
2026/08/01@14:53:06,2488,4.2247504
2026/08/01@14:53:07,2489,4.2240004
2026/08/01@14:53:09,2491,4.2095624
2026/08/01@14:53:10,2492,4.215375
2026/08/01@14:53:11,2493,4.201875
2026/08/01@14:53:12,2494,4.243125
2026/08/01@14:53:13,2495,4.243875
2026/08/01@14:53:14,2496,4.2444376
2026/08/01@14:53:15,2497,4.24275
2026/08/01@14:53:16,2498,4.238063
2026/08/01@14:53:17,2499,4.2292504
2026/08/01@14:53:18,2500,4.210125
2026/08/01@14:53:19,2501,4.1685
2026/08/01@14:53:20,2502,4.1675624
2026/08/01@14:53:22,2504,4.150125
2026/08/01@14:53:23,2505,3.7886252
2026/08/01@14:53:24,2506,4.0753124
2026/08/01@14:53:25,2507,4.1925
2026/08/01@14:53:26,2508,4.1611876
2026/08/01@14:53:27,2509,4.119
2026/08/01@14:53:28,2510,3.71793736
2026/08/01@14:53:29,2511,3.65250016
2026/08/01@14:53:30,2512,3.8587504
2026/08/01@14:53:31,2513,2.826375
2026/08/01@14:53:32,2514,3.7143752
2026/08/01@14:53:33,2515,3.8911876
2026/08/01@14:53:35,2517,3.9598126
2026/08/01@14:53:36,2518,2.7826876
2026/08/01@14:53:37,2519,3.8975624
2026/08/01@14:53:38,2520,4.092188
2026/08/01@14:53:39,2521,4.0741872
2026/08/01@14:53:40,2522,4.0179376
2026/08/01@14:53:41,2523,2.7817502
2026/08/01@14:53:42,2524,3.8096252
2026/08/01@14:53:43,2525,3.8105628
2026/08/01@14:53:44,2526,3.776063
2026/08/01@14:53:45,2527,3.9253128
2026/08/01@14:53:47,2529,3.9168754
2026/08/01@14:53:48,2530,4.34775
2026/08/01@14:53:49,2531,4.3290004
2026/08/01@14:53:50,2532,3.9620626
2026/08/01@14:53:51,2533,3.5028754
2026/08/01@14:53:52,2534,4.1797504
2026/08/01@14:53:53,2535,4.1450624
2026/08/01@14:53:54,2536,4.13325
2026/08/01@14:53:55,2537,4.0933128
2026/08/01@14:53:56,2538,4.0378128
2026/08/01@14:53:57,2539,3.3163126
2026/08/01@14:53:58,2540,4.0335
2026/08/01@14:54:00,2542,4.024875
2026/08/01@14:54:01,2543,3.998625
2026/08/01@14:54:02,2544,4.0185004
2026/08/01@14:54:03,2545,4.0020004
2026/08/01@14:54:04,2546,3.96
2026/08/01@14:54:05,2547,3.91968768
2026/08/01@14:54:06,2548,3.90525
2026/08/01@14:54:07,2549,3.921938
2026/08/01@14:54:08,2550,3.924375
2026/08/01@14:54:09,2551,3.9301876
2026/08/01@14:54:10,2552,4.4175004
2026/08/01@14:54:11,2553,4.211063
2026/08/01@14:54:13,2555,4.222313
2026/08/01@14:54:14,2556,4.221
2026/08/01@14:54:15,2557,4.2144376
2026/08/01@14:54:16,2558,4.1568756
2026/08/01@14:54:17,2559,3.9658128
2026/08/01@14:54:18,2560,3.7788754
2026/08/01@14:54:19,2561,4.0070624
2026/08/01@14:54:20,2562,3.2355
2026/08/01@14:54:21,2563,2.8483126
2026/08/01@14:54:22,2564,3.3555
2026/08/01@14:54:23,2565,3.82218736
2026/08/01@14:54:24,2566,3.97256268
2026/08/01@14:54:26,2568,3.7963128
2026/08/01@14:54:27,2569,3.99000032
2026/08/01@14:54:28,2570,4.2226876
2026/08/01@14:54:29,2571,4.0051876
2026/08/01@14:54:30,2572,3.954375
2026/08/01@14:54:31,2573,3.91162536
2026/08/01@14:54:32,2574,3.913125
2026/08/01@14:54:33,2575,3.8940004
2026/08/01@14:54:34,2576,4.09875
2026/08/01@14:54:35,2577,4.1591252
2026/08/01@14:54:36,2578,4.2748128
2026/08/01@14:54:38,2580,4.0378128
2026/08/01@14:54:39,2581,3.8563128
2026/08/01@14:54:40,2582,3.7488752
2026/08/01@14:54:41,2583,3.7531876
2026/08/01@14:54:42,2584,3.8960628
2026/08/01@14:54:43,2585,3.55143736
2026/08/01@14:54:44,2586,2.7783752
2026/08/01@14:54:45,2587,4.002375
2026/08/01@14:54:46,2588,3.991125
2026/08/01@14:54:47,2589,4.002375
2026/08/01@14:54:48,2590,3.8675628
2026/08/01@14:54:49,2591,3.7561876
2026/08/01@14:54:51,2593,4.01625
2026/08/01@14:54:52,2594,3.952125
2026/08/01@14:54:53,2595,3.84431268
2026/08/01@14:54:54,2596,3.0873752
2026/08/01@14:54:55,2597,4.1780624
2026/08/01@14:54:56,2598,4.17075
2026/08/01@14:54:57,2599,4.1716876
2026/08/01@14:54:58,2600,4.1883756
2026/08/01@14:54:59,2601,4.188
2026/08/01@14:55:00,2602,4.164938
2026/08/01@14:55:01,2603,4.1148752
2026/08/01@14:55:02,2604,4.0843124
2026/08/01@14:55:04,2606,4.040625
2026/08/01@14:55:05,2607,4.0198124
2026/08/01@14:55:06,2608,4.0569376
2026/08/01@14:55:07,2609,4.045125
2026/08/01@14:55:08,2610,3.4278752
2026/08/01@14:55:09,2611,3.9708752
2026/08/01@14:55:10,2612,3.0459376
2026/08/01@14:55:11,2613,3.9706878
2026/08/01@14:55:12,2614,4.0513124
2026/08/01@14:55:13,2615,4.071
2026/08/01@14:55:14,2616,4.0496252
2026/08/01@14:55:15,2617,3.996375
2026/08/01@14:55:17,2619,3.952125
2026/08/01@14:55:18,2620,3.73368736
2026/08/01@14:55:19,2621,2.7770626
2026/08/01@14:55:20,2622,3.94331268
2026/08/01@14:55:21,2623,3.8223752
2026/08/01@14:55:22,2624,2.7761252
2026/08/01@14:55:23,2625,3.5715
2026/08/01@14:55:24,2626,4.1895004
2026/08/01@14:55:25,2627,4.1467504
2026/08/01@14:55:26,2628,4.0771876
2026/08/01@14:55:27,2629,4.13325
2026/08/01@14:55:29,2631,4.107375
2026/08/01@14:55:30,2632,4.1049376
2026/08/01@14:55:31,2633,4.1086876
2026/08/01@14:55:32,2634,4.1143128
2026/08/01@14:55:33,2635,4.0959376
2026/08/01@14:55:34,2636,4.061063
2026/08/01@14:55:35,2637,4.062563
2026/08/01@14:55:36,2638,3.921
2026/08/01@14:55:37,2639,3.825563
2026/08/01@14:55:38,2640,3.54525032
2026/08/01@14:55:39,2641,4.1955004
2026/08/01@14:55:40,2642,4.1227504
2026/08/01@14:55:42,2644,4.112063
2026/08/01@14:55:43,2645,4.086938
2026/08/01@14:55:44,2646,4.097438
2026/08/01@14:55:45,2647,3.97631268
2026/08/01@14:55:46,2648,4.057125
2026/08/01@14:55:47,2649,4.0569376
2026/08/01@14:55:48,2650,3.8956876
2026/08/01@14:55:49,2651,3.9909376
2026/08/01@14:55:50,2652,3.98325032
2026/08/01@14:55:51,2653,4.1025
2026/08/01@14:55:52,2654,3.7788754
2026/08/01@14:55:53,2655,3.6178126
2026/08/01@14:55:55,2657,3.62943736
2026/08/01@14:55:56,2658,3.5321252
2026/08/01@14:55:57,2659,3.9695628
2026/08/01@14:55:58,2660,3.873
2026/08/01@14:55:59,2661,3.9286876
2026/08/01@14:56:00,2662,3.63975
2026/08/01@14:56:01,2663,2.7948752
2026/08/01@14:56:02,2664,3.8103752
2026/08/01@14:56:03,2665,3.86850016
2026/08/01@14:56:04,2666,3.7158752
2026/08/01@14:56:05,2667,3.85931268
2026/08/01@14:56:06,2668,3.9097502
2026/08/01@14:56:08,2670,3.90543736
2026/08/01@14:56:09,2671,3.8458128
2026/08/01@14:56:10,2672,3.8250004
2026/08/01@14:56:11,2673,3.786375
2026/08/01@14:56:12,2674,3.6330004
2026/08/01@14:56:13,2675,4.0481252
2026/08/01@14:56:14,2676,4.1431876
2026/08/01@14:56:15,2677,4.180875
2026/08/01@14:56:16,2678,4.200375
2026/08/01@14:56:17,2679,4.2468752
2026/08/01@14:56:18,2680,4.252688
2026/08/01@14:56:20,2682,4.259625
2026/08/01@14:56:21,2683,4.2555004
2026/08/01@14:56:22,2684,4.2435
2026/08/01@14:56:23,2685,4.1381252
2026/08/01@14:56:24,2686,4.145813
2026/08/01@14:56:25,2687,4.1400004
2026/08/01@14:56:26,2688,4.1460004
2026/08/01@14:56:27,2689,4.055438
2026/08/01@14:56:28,2690,4.0614376
2026/08/01@14:56:29,2691,4.0415624
2026/08/01@14:56:30,2692,4.0335
2026/08/01@14:56:31,2693,4.030125
2026/08/01@14:56:33,2695,4.0426876
2026/08/01@14:56:34,2696,4.0601252
2026/08/01@14:56:35,2697,3.97275016
2026/08/01@14:56:36,2698,3.9530626
2026/08/01@14:56:37,2699,3.99450016
2026/08/01@14:56:38,2700,3.9795004
2026/08/01@14:56:39,2701,3.9485628
2026/08/01@14:56:40,2702,3.7935
2026/08/01@14:56:41,2703,3.90075016
2026/08/01@14:56:42,2704,4.052063
2026/08/01@14:56:43,2705,4.014375
2026/08/01@14:56:44,2706,3.9352504
2026/08/01@14:56:46,2708,4.0415624
2026/08/01@14:56:47,2709,4.0132504
2026/08/01@14:56:48,2710,3.9354376
2026/08/01@14:56:49,2711,4.05975
2026/08/01@14:56:50,2712,4.1486252
2026/08/01@14:56:51,2713,4.1236876
2026/08/01@14:56:52,2714,4.097625
2026/08/01@14:56:53,2715,3.7906876
2026/08/01@14:56:54,2716,4.01175
2026/08/01@14:56:55,2717,3.9165
2026/08/01@14:56:56,2718,4.1718756
2026/08/01@14:56:57,2719,3.9105
2026/08/01@14:56:59,2721,4.08675
2026/08/01@14:57:00,2722,4.2830624
2026/08/01@14:57:01,2723,4.333313
2026/08/01@14:57:02,2724,3.8932504
2026/08/01@14:57:03,2725,4.0522504
2026/08/01@14:57:04,2726,3.89475
2026/08/01@14:57:05,2727,3.3815628
2026/08/01@14:57:06,2728,4.1835004
2026/08/01@14:57:07,2729,4.161563
2026/08/01@14:57:08,2730,3.6770624
2026/08/01@14:57:09,2731,3.544125
2026/08/01@14:57:11,2733,3.83456268
2026/08/01@14:57:12,2734,3.6571876
2026/08/01@14:57:13,2735,3.8705628
2026/08/01@14:57:14,2736,3.89625032
2026/08/01@14:57:15,2737,3.7854376
2026/08/01@14:57:16,2738,3.69956268
2026/08/01@14:57:17,2739,4.205625
2026/08/01@14:57:18,2740,4.2673124
2026/08/01@14:57:19,2741,4.2699376
2026/08/01@14:57:20,2742,4.1036252
2026/08/01@14:57:21,2743,4.2667504
2026/08/01@14:57:22,2744,4.2352504
2026/08/01@14:57:24,2746,3.923625
2026/08/01@14:57:25,2747,4.11825
2026/08/01@14:57:26,2748,4.0995
2026/08/01@14:57:27,2749,3.8806876
2026/08/01@14:57:28,2750,4.0149376
2026/08/01@14:57:29,2751,4.0820628
2026/08/01@14:57:30,2752,3.9886876
2026/08/01@14:57:31,2753,4.1167504
2026/08/01@14:57:32,2754,4.1030624
2026/08/01@14:57:33,2755,4.0376252
2026/08/01@14:57:34,2756,2.7765002
2026/08/01@14:57:36,2757,3.98025
2026/08/01@14:57:37,2759,3.9765
2026/08/01@14:57:38,2760,3.8971876
2026/08/01@14:57:39,2761,3.868875
2026/08/01@14:57:40,2762,3.9590628
2026/08/01@14:57:41,2763,4.347375
2026/08/01@14:57:42,2764,4.1407504
2026/08/01@14:57:43,2765,3.8480624
2026/08/01@14:57:44,2766,3.789188
2026/08/01@14:57:45,2767,4.1928752
2026/08/01@14:57:46,2768,4.2046876
2026/08/01@14:57:47,2769,4.1655
2026/08/01@14:57:49,2771,3.8936252
2026/08/01@14:57:50,2772,4.09725
2026/08/01@14:57:51,2773,3.8780628
2026/08/01@14:57:52,2774,4.2073124
2026/08/01@14:57:53,2775,4.4071876
2026/08/01@14:57:54,2776,4.3895624
2026/08/01@14:57:55,2777,4.3128752
2026/08/01@14:57:56,2778,3.9080624
2026/08/01@14:57:57,2779,3.789938
2026/08/01@14:57:58,2780,3.7258124
2026/08/01@14:57:59,2781,3.60618784
2026/08/01@14:58:00,2782,3.63525
2026/08/01@14:58:02,2784,3.531
2026/08/01@14:58:03,2785,3.5501252
2026/08/01@14:58:04,2786,3.5107504
2026/08/01@14:58:05,2787,3.5355
2026/08/01@14:58:06,2788,3.1676252
2026/08/01@14:58:07,2789,4.1973752
2026/08/01@14:58:08,2790,4.0726876
2026/08/01@14:58:09,2791,4.0603128
2026/08/01@14:58:10,2792,4.0468124
2026/08/01@14:58:11,2793,3.9918752
2026/08/01@14:58:12,2794,4.104
2026/08/01@14:58:13,2795,4.0093124
2026/08/01@14:58:15,2797,3.8038124
2026/08/01@14:58:16,2798,4.0494376
2026/08/01@14:58:17,2799,4.0708128
2026/08/01@14:58:18,2800,4.0533752
2026/08/01@14:58:19,2801,4.0629376
2026/08/01@14:58:20,2802,4.0291876
2026/08/01@14:58:21,2803,3.858
2026/08/01@14:58:22,2804,4.0618124
2026/08/01@14:58:23,2805,4.0672504
2026/08/01@14:58:24,2806,4.1000624
2026/08/01@14:58:25,2807,3.8628752
2026/08/01@14:58:26,2808,3.82275
2026/08/01@14:58:28,2810,3.853125
2026/08/01@14:58:29,2811,3.54750032
2026/08/01@14:58:30,2812,4.0906876
2026/08/01@14:58:31,2813,4.1000624
2026/08/01@14:58:32,2814,4.109438
2026/08/01@14:58:33,2815,4.1105624
2026/08/01@14:58:34,2816,4.1154376
2026/08/01@14:58:35,2817,4.112063
2026/08/01@14:58:36,2818,4.116563
2026/08/01@14:58:37,2819,4.1295
2026/08/01@14:58:38,2820,4.1368128
2026/08/01@14:58:40,2822,4.144875
2026/08/01@14:58:41,2823,4.1486252
2026/08/01@14:58:42,2824,4.1158124
2026/08/01@14:58:43,2825,4.1400004
2026/08/01@14:58:44,2826,4.1405624
2026/08/01@14:58:45,2827,4.3575
2026/08/01@14:58:46,2828,4.075125
2026/08/01@14:58:47,2829,4.100625
2026/08/01@14:58:48,2830,4.0996876
2026/08/01@14:58:49,2831,4.0734376
2026/08/01@14:58:50,2832,3.8838752
2026/08/01@14:58:51,2833,4.0745624
2026/08/01@14:58:53,2835,4.028063
2026/08/01@14:58:54,2836,3.96525
2026/08/01@14:58:55,2837,3.9258752
2026/08/01@14:58:56,2838,4.0374376
2026/08/01@14:58:57,2839,4.208438
2026/08/01@14:58:58,2840,3.9110628
2026/08/01@14:58:59,2841,3.675
2026/08/01@14:59:00,2842,4.295063
2026/08/01@14:59:01,2843,4.2991876
2026/08/01@14:59:02,2844,4.3111876
2026/08/01@14:59:03,2845,4.31475
2026/08/01@14:59:04,2846,4.3102504
2026/08/01@14:59:06,2848,4.28625
2026/08/01@14:59:07,2849,4.2873756
2026/08/01@14:59:08,2850,4.2913128
2026/08/01@14:59:09,2851,4.2924376
2026/08/01@14:59:10,2852,4.284188
2026/08/01@14:59:11,2853,4.254
2026/08/01@14:59:12,2854,4.16325
2026/08/01@14:59:13,2855,4.1685
2026/08/01@14:59:14,2856,4.1368128
2026/08/01@14:59:15,2857,4.0316252
2026/08/01@14:59:16,2858,3.77118768
2026/08/01@14:59:17,2859,4.138688
2026/08/01@14:59:19,2861,3.67856268
2026/08/01@14:59:20,2862,4.0983752
2026/08/01@14:59:21,2863,3.9873752
2026/08/01@14:59:22,2864,4.055438
2026/08/01@14:59:23,2865,4.1874376
2026/08/01@14:59:24,2866,4.119
2026/08/01@14:59:25,2867,4.0438128
2026/08/01@14:59:26,2868,3.604313
2026/08/01@14:59:27,2869,3.54768768
2026/08/01@14:59:28,2870,3.9693752
2026/08/01@14:59:29,2871,3.996
2026/08/01@14:59:31,2873,3.8004376
2026/08/01@14:59:32,2874,3.5634376
2026/08/01@14:59:33,2875,3.98175
2026/08/01@14:59:34,2876,3.9585004
2026/08/01@14:59:35,2877,3.9943128
2026/08/01@14:59:36,2878,4.0171876
2026/08/01@14:59:37,2879,3.87881236
2026/08/01@14:59:38,2880,3.91031268
2026/08/01@14:59:39,2881,3.95156268
2026/08/01@14:59:40,2882,3.94050016
2026/08/01@14:59:41,2883,3.92156268
2026/08/01@14:59:42,2884,4.11075
2026/08/01@14:59:44,2886,3.9671252
2026/08/01@14:59:45,2887,3.725625
2026/08/01@14:59:46,2888,3.8038124
2026/08/01@14:59:47,2889,4.00575
2026/08/01@14:59:48,2890,3.8304376
2026/08/01@14:59:49,2891,3.8490004
2026/08/01@14:59:50,2892,3.8077502
2026/08/01@14:59:51,2893,3.8071876
2026/08/01@14:59:52,2894,3.7788754
2026/08/01@14:59:53,2895,3.7653752
2026/08/01@14:59:54,2896,3.7820628
2026/08/01@14:59:55,2897,3.7925628
2026/08/01@14:59:57,2899,3.7550626
2026/08/01@14:59:58,2900,3.7854376
2026/08/01@14:59:59,2901,3.7614376
2026/08/01@15:00:00,2902,3.8115
2026/08/01@15:00:01,2903,3.7989378
2026/08/01@15:00:02,2904,3.79125032
2026/08/01@15:00:03,2905,3.79650016
2026/08/01@15:00:04,2906,3.7848752
2026/08/01@15:00:05,2907,3.7771876
2026/08/01@15:00:06,2908,3.8015628
2026/08/01@15:00:07,2909,3.7685628
2026/08/01@15:00:09,2911,2.7675
2026/08/01@15:00:10,2912,3.8782504
2026/08/01@15:00:11,2913,4.203188
2026/08/01@15:00:12,2914,4.218938
2026/08/01@15:00:13,2915,4.2088128
2026/08/01@15:00:14,2916,4.1265
2026/08/01@15:00:15,2917,4.0213128
2026/08/01@15:00:16,2918,3.77362532
2026/08/01@15:00:17,2919,3.97875
2026/08/01@15:00:18,2920,3.8700004
2026/08/01@15:00:19,2921,4.1100008
2026/08/01@15:00:20,2922,3.94781236
2026/08/01@15:00:22,2924,4.2525
2026/08/01@15:00:23,2925,4.237875
2026/08/01@15:00:24,2926,4.24875
2026/08/01@15:00:25,2927,4.2251252
2026/08/01@15:00:26,2928,4.2564372
2026/08/01@15:00:27,2929,4.250063
2026/08/01@15:00:28,2930,4.1921252
2026/08/01@15:00:29,2931,3.8276252
2026/08/01@15:00:30,2932,4.182
2026/08/01@15:00:31,2933,4.1636252
2026/08/01@15:00:32,2934,4.0790624
2026/08/01@15:00:33,2935,4.122
2026/08/01@15:00:35,2937,4.0905004
2026/08/01@15:00:36,2938,4.0593752
2026/08/01@15:00:37,2939,3.885563
2026/08/01@15:00:38,2940,4.080188
2026/08/01@15:00:39,2941,3.996
2026/08/01@15:00:40,2942,3.91781236
2026/08/01@15:00:41,2943,4.108125
2026/08/01@15:00:42,2944,4.023375
2026/08/01@15:00:43,2945,4.0595628
2026/08/01@15:00:44,2946,4.050188
2026/08/01@15:00:45,2947,4.0370628
2026/08/01@15:00:46,2948,4.02525
2026/08/01@15:00:48,2950,3.96112532
2026/08/01@15:00:49,2951,3.65025
2026/08/01@15:00:50,2952,3.9099376
2026/08/01@15:00:51,2953,3.83418784
2026/08/01@15:00:52,2954,3.675
2026/08/01@15:00:53,2955,3.9656252
2026/08/01@15:00:54,2956,3.95062536
2026/08/01@15:00:55,2957,4.024313
2026/08/01@15:00:56,2958,4.006875
2026/08/01@15:00:57,2959,3.9656252
2026/08/01@15:00:58,2960,3.58425032
2026/08/01@15:00:59,2961,3.44812532
2026/08/01@15:01:01,2963,3.86306268
2026/08/01@15:01:02,2964,4.2478128
2026/08/01@15:01:03,2965,4.232438
2026/08/01@15:01:04,2966,4.1070004
2026/08/01@15:01:05,2967,3.6444376
2026/08/01@15:01:06,2968,3.546
2026/08/01@15:01:07,2969,4.3531876
2026/08/01@15:01:08,2970,4.3344376
2026/08/01@15:01:09,2971,4.2575624
2026/08/01@15:01:10,2972,4.3130628
2026/08/01@15:01:11,2973,4.1936256
2026/08/01@15:01:12,2974,4.1265
2026/08/01@15:01:14,2976,4.0342504
2026/08/01@15:01:15,2977,3.97462532
2026/08/01@15:01:16,2978,3.81543768
2026/08/01@15:01:17,2979,4.28625
2026/08/01@15:01:18,2980,4.2258752
2026/08/01@15:01:19,2981,4.2440624
2026/08/01@15:01:20,2982,4.2112504
2026/08/01@15:01:21,2983,4.2045
2026/08/01@15:01:22,2984,4.201313
2026/08/01@15:01:23,2985,4.158188
2026/08/01@15:01:24,2986,4.1578124
2026/08/01@15:01:26,2988,4.0567504
2026/08/01@15:01:27,2989,4.057313
2026/08/01@15:01:28,2990,4.091438
2026/08/01@15:01:29,2991,3.5945628
2026/08/01@15:01:30,2992,3.9118128
2026/08/01@15:01:31,2993,4.156125
2026/08/01@15:01:32,2994,3.6185628
2026/08/01@15:01:33,2995,3.57843768
2026/08/01@15:01:34,2996,3.9465
2026/08/01@15:01:35,2997,3.8733752
2026/08/01@15:01:36,2998,3.907875
2026/08/01@15:01:37,2999,3.8857504
2026/08/01@15:01:39,3001,3.8533124
2026/08/01@15:01:40,3002,3.79425
2026/08/01@15:01:41,3003,3.919125
2026/08/01@15:01:42,3004,4.102688
2026/08/01@15:01:43,3005,3.7738128
2026/08/01@15:01:44,3006,4.084875
2026/08/01@15:01:45,3007,4.170188
2026/08/01@15:01:46,3008,4.10475
2026/08/01@15:01:47,3009,4.1060624
2026/08/01@15:01:48,3010,4.1289376
2026/08/01@15:01:49,3011,4.1240624
2026/08/01@15:01:50,3012,4.0475624
2026/08/01@15:01:52,3014,4.060875
2026/08/01@15:01:53,3015,4.0404376
2026/08/01@15:01:54,3016,3.98118768
2026/08/01@15:01:55,3017,3.5278124
2026/08/01@15:01:56,3018,4.0434376
2026/08/01@15:01:57,3019,4.024875
2026/08/01@15:01:58,3020,4.0436252
2026/08/01@15:01:59,3021,3.90075016
2026/08/01@15:02:00,3022,4.0338756
2026/08/01@15:02:01,3023,4.02
2026/08/01@15:02:02,3024,4.0824376
2026/08/01@15:02:04,3025,3.726375
2026/08/01@15:02:05,3027,3.6654376
2026/08/01@15:02:06,3028,3.93375016
2026/08/01@15:02:07,3029,3.900375
2026/08/01@15:02:08,3030,3.929625
2026/08/01@15:02:09,3031,3.69975
2026/08/01@15:02:10,3032,3.8945628
2026/08/01@15:02:11,3033,3.8651252
2026/08/01@15:02:12,3034,3.9273752
2026/08/01@15:02:13,3035,3.9605628
2026/08/01@15:02:14,3036,3.8720628
2026/08/01@15:02:15,3037,3.8619376
2026/08/01@15:02:17,3039,3.8928752
2026/08/01@15:02:18,3040,3.87450016
